"","Session","ID","Condition","sentence","noun_transparency","noun","Item","RT","Accuracy"
"1231","B","47","C4","Descubre que su paraguas barato soporta la lluvia.","opaq","paraguas",10,2251,1
"1232","B","47","C3","Comenta que la pared rosada mejora la sala.","opaq","pared",11,2160,1
"1233","B","47","C2","Sugiere que su anillo rojo llama la atención.","transp","anillo",12,1505,1
"1234","B","47","C3","Cuenta que la canción bonita gana el concurso.","opaq","canción",13,1916,1
"1235","B","47","C3","Aclara que la imagen secreta resuelve el misterio.","opaq","imagen",14,1455,1
"1236","B","47","C4","Descubre que su borrador bueno vale menos dinero.","opaq","borrador",15,1951,1
"1237","B","47","C4","Cree que su pastel típico lleva demasiados ingredientes.","opaq","pastel",16,3770,1
"1238","B","47","C2","Demuestra que su zapato caro resiste la lluvia.","transp","zapato",17,2733,1
"1239","B","47","C3","Sostiene que la estación oscura necesita más luz.","opaq","estación",18,3164,1
"1240","B","47","C4","Indica que su hospital pequeño contrata a estudiantes.","opaq","hospital",19,3354,1
"1241","B","47","C4","Anuncia que su jardín sucio disgusta al invitado.","opaq","jardín",20,3056,1
"1242","B","47","C4","Explica que su cinturón mediano resulta más práctico.","opaq","cinturón",21,2166,1
"1243","B","47","C1","Declara que la lámpara rara confunde al rey.","transp","lámpara",22,2808,1
"1244","B","47","C1","Menciona que la falda dorada causa sorpresa.","transp","falda",23,2785,1
"1245","B","47","C2","Declara que su carro antiguo contamina el ambiente.","transp","carro",24,2826,1
"1246","B","47","C1","Manifiesta que la piedra preciosa sorprende al hombre.","transp","piedra",25,2680,1
"1247","B","47","C1","Dice que la sala limpia recibe más turistas.","transp","sala",26,2099,1
"1248","B","47","C2","Cuenta que su cuadro famoso representa su vida.","transp","cuadro",27,2521,1
"1249","B","47","C1","Piensa que la charla larga produce insomnio.","transp","charla",28,2405,1
"1250","B","47","C1","Señala que la fiesta perfecta requiere preparación.","transp","fiesta",29,2020,1
"1251","B","47","C4","Menciona que su maíz morado lidera las ventas.","opaq","maíz",30,2905,1
"1252","B","47","C3","Aclara que la opinión pública trae problemas.","opaq","opinión",31,2689,1
"1253","B","47","C1","Piensa que la iglesia estricta molesta al joven.","transp","iglesia",32,2259,1
"1254","B","47","C1","Avisa de que la máquina moderna repara el sistema.","transp","máquina",33,2448,1
"1255","B","48","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5544,1
"1256","B","48","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",2,1635,1
"1257","B","48","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",3,1211,1
"1258","B","48","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",4,1543,1
"1259","B","48","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",5,1346,1
"1260","B","48","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",6,1452,1
"1261","B","48","C2","Opina que su novela trágica divide al pueblo.","transp","novela",7,1580,1
"1262","B","48","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",8,1680,1
"1263","B","48","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",9,1440,1
"1264","B","48","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",10,1254,1
"1265","B","48","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",11,1184,1
"1266","B","48","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",12,1492,1
"1267","B","48","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",13,1183,1
"1268","B","48","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",14,1466,1
"1269","B","48","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",15,1239,1
"1270","B","48","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",16,1458,1
"1271","B","48","C1","Anuncia que el palo roto crea más basura.","transp","palo",17,1175,1
"1272","B","48","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",18,1205,1
"1273","B","48","C2","Cree que su cena mala decepciona al padre.","transp","cena",19,1251,1
"1274","B","48","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",20,1090,1
"1275","B","48","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",21,1634,1
"1276","B","48","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",22,1315,1
"1277","B","48","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",23,1564,1
"1278","B","48","C2","Comenta que su silla rosada mejora la sala.","transp","silla",24,1419,0
"1279","B","48","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",25,1358,1
"1280","B","48","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",26,1550,1
"1281","B","48","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",27,1481,1
"1282","B","48","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",28,1574,1
"1283","B","48","C2","Indica que su revista cómica divierte a todos.","transp","revista",29,1461,1
"1284","B","48","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",30,1569,1
"1285","B","48","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",31,1518,1
"1286","B","48","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",32,1659,1
"1287","B","48","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",33,1698,1
"1288","B","52","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5178,1
"1289","B","52","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",2,2527,1
"1290","B","52","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",3,1159,1
"1291","B","52","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",4,1918,1
"1292","B","52","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",5,1687,1
"1293","B","52","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",6,2590,0
"1294","B","52","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",7,1965,1
"1295","B","52","C1","Anuncia que el palo roto crea más basura.","transp","palo",8,1770,1
"1296","B","52","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",9,1284,1
"1297","B","52","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",10,1665,1
"1298","B","52","C2","Opina que su novela trágica divide al pueblo.","transp","novela",11,1787,1
"1299","B","52","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",12,1506,1
"1300","B","52","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",13,1829,0
"1301","B","52","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",14,1590,1
"1302","B","52","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",15,1641,1
"1303","B","52","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",16,1817,1
"1304","B","52","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",17,1546,1
"1305","B","52","C2","Indica que su revista cómica divierte a todos.","transp","revista",18,1661,1
"1306","B","52","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",19,1668,1
"1307","B","52","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",20,1405,1
"1308","B","52","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",21,2345,1
"1309","B","52","C2","Comenta que su silla rosada mejora la sala.","transp","silla",22,1652,1
"1310","B","52","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",23,1292,1
"1311","B","52","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",24,1549,1
"1312","B","52","C2","Cree que su cena mala decepciona al padre.","transp","cena",25,1428,1
"1313","B","52","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",26,1681,1
"1314","B","52","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",27,1351,1
"1315","B","52","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",28,1375,1
"1316","B","52","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",29,3491,1
"1317","B","52","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",30,1478,1
"1318","B","52","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",31,2271,1
"1319","B","52","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",32,1827,1
"1320","B","52","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",33,2122,1
"1321","B","53","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5182,1
"1322","B","53","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",2,2028,1
"1323","B","53","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",3,1401,1
"1324","B","53","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",4,1524,1
"1325","B","53","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",5,1377,1
"1326","B","53","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",6,3022,1
"1327","B","53","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",7,1802,1
"1328","B","53","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",8,1735,1
"1329","B","53","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",9,1388,1
"1330","B","53","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",10,1633,1
"1331","B","53","C1","Comenta que la silla rosada mejora la sala.","transp","silla",11,1514,1
"1332","B","53","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",12,1766,1
"1333","B","53","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",13,1648,1
"1334","B","53","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",14,1840,1
"1335","B","53","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",15,1560,1
"1336","B","53","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",16,1479,1
"1337","B","53","C1","Cree que la cena mala decepciona al padre.","transp","cena",17,1366,1
"1338","B","53","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",18,1310,1
"1339","B","53","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",19,1346,1
"1340","B","53","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",20,1672,1
"1341","B","53","C1","Aclara que la escuela pública trae problemas.","transp","escuela",21,1425,1
"1342","B","53","C1","Indica que la revista cómica divierte a todos.","transp","revista",22,1534,1
"1343","B","53","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",23,1387,1
"1344","B","53","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",24,1197,1
"1345","B","53","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",25,1350,1
"1346","B","53","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",26,1062,0
"1347","B","53","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",27,1612,1
"1348","B","53","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",28,1622,1
"1349","B","53","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",29,1447,1
"1350","B","53","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",30,1434,1
"1351","B","53","C1","Opina que la novela trágica divide al pueblo.","transp","novela",31,1374,1
"1352","B","53","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",32,1609,1
"1353","B","53","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",33,1608,1
"1354","B","59","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4757,1
"1355","B","59","C1","Menciona que la falda dorada causa sorpresa.","transp","falda",2,1704,1
"1356","B","59","C4","Anuncia que su jardín sucio disgusta al invitado.","opaq","jardín",3,1670,1
"1357","B","59","C2","Dice que su colegio nuevo cuesta mucho dinero.","transp","colegio",4,1527,1
"1358","B","59","C1","Dice que la sala limpia recibe más turistas.","transp","sala",5,1379,1
"1359","B","59","C4","Explica que su cinturón mediano resulta más práctico.","opaq","cinturón",6,2212,1
"1360","B","59","C3","Opina que la situación trágica divide al pueblo.","opaq","situación",7,1679,1
"1361","B","59","C3","Aclara que la opinión pública trae problemas.","opaq","opinión",8,1438,1
"1362","B","59","C3","Cuenta que la canción bonita gana el concurso.","opaq","canción",9,1663,1
"1363","B","59","C1","Piensa que la charla larga produce insomnio.","transp","charla",10,1284,1
"1364","B","59","C1","Señala que la fiesta perfecta requiere preparación.","transp","fiesta",11,1824,1
"1365","B","59","C3","Sostiene que la estación oscura necesita más luz.","opaq","estación",12,2157,0
"1366","B","59","C1","Declara que la lámpara rara confunde al rey.","transp","lámpara",13,1464,1
"1367","B","59","C2","Demuestra que su zapato caro resiste la lluvia.","transp","zapato",14,1476,1
"1368","B","59","C2","Anuncia que su palo roto crea más basura.","transp","palo",15,1645,1
"1369","B","59","C4","Menciona que su maíz morado lidera las ventas.","opaq","maíz",16,1430,1
"1370","B","59","C1","Manifiesta que la piedra preciosa sorprende al hombre.","transp","piedra",17,1555,1
"1371","B","59","C3","Comenta que la pared rosada mejora la sala.","opaq","pared",18,1401,1
"1372","B","59","C4","Avisa de que su metal sagrado tiene poderes mágicos.","opaq","metal",19,1649,1
"1373","B","59","C3","Aclara que la imagen secreta resuelve el misterio.","opaq","imagen",20,1417,1
"1374","B","59","C2","Cuenta que su cuadro famoso representa su vida.","transp","cuadro",21,1352,1
"1375","B","59","C4","Descubre que su borrador bueno vale menos dinero.","opaq","borrador",22,1607,1
"1376","B","59","C2","Opina que su cuero negro cautiva al cliente.","transp","cuero",23,1258,1
"1377","B","59","C1","Piensa que la iglesia estricta molesta al joven.","transp","iglesia",24,1740,1
"1378","B","59","C3","Indica que la reunión cómica divierte a todos.","opaq","reunión",25,1446,1
"1379","B","59","C4","Indica que su hospital pequeño contrata a estudiantes.","opaq","hospital",26,1584,1
"1380","B","59","C2","Declara que su carro antiguo contamina el ambiente.","transp","carro",27,2310,1
"1381","B","59","C4","Cree que su pastel típico lleva demasiados ingredientes.","opaq","pastel",28,1525,1
"1382","B","59","C2","Sugiere que su anillo rojo llama la atención.","transp","anillo",29,1408,1
"1383","B","59","C4","Descubre que su paraguas barato soporta la lluvia.","opaq","paraguas",30,2402,0
"1384","B","59","C1","Avisa de que la máquina moderna repara el sistema.","transp","máquina",31,1452,1
"1385","B","59","C2","Comenta que su suelo blanco demanda mucho cuidado.","transp","suelo",32,1313,1
"1386","B","59","C3","Cree que la acción mala decepciona al padre.","opaq","acción",33,1217,1
"1387","B","61","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4907,1
"1388","B","61","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",2,1968,1
"1389","B","61","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",3,1912,1
"1390","B","61","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",4,1559,1
"1391","B","61","C1","Opina que la novela trágica divide al pueblo.","transp","novela",5,1682,1
"1392","B","61","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",6,1580,1
"1393","B","61","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",7,2141,1
"1394","B","61","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",8,1929,1
"1395","B","61","C1","Aclara que la escuela pública trae problemas.","transp","escuela",9,1557,1
"1396","B","61","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",10,1536,1
"1397","B","61","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",11,1658,1
"1398","B","61","C1","Comenta que la silla rosada mejora la sala.","transp","silla",12,1733,1
"1399","B","61","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",13,2138,1
"1400","B","61","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",14,1653,1
"1401","B","61","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",15,2520,0
"1402","B","61","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",16,2156,1
"1403","B","61","C1","Cree que la cena mala decepciona al padre.","transp","cena",17,1557,1
"1404","B","61","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",18,3264,1
"1405","B","61","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",19,2592,1
"1406","B","61","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",20,2432,1
"1407","B","61","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",21,2781,1
"1408","B","61","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",22,1773,1
"1409","B","61","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",23,2139,1
"1410","B","61","C1","Indica que la revista cómica divierte a todos.","transp","revista",24,1777,1
"1411","B","61","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",25,1806,1
"1412","B","61","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",26,2305,1
"1413","B","61","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",27,2309,1
"1414","B","61","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",28,1690,1
"1415","B","61","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",29,1830,1
"1416","B","61","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",30,1938,1
"1417","B","61","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",31,1787,1
"1418","B","61","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",32,2043,1
"1419","B","61","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",33,1826,1
"1420","1","","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4893,1
"1421","1","","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",2,3992,1
"1422","1","","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",3,2634,1
"1423","1","","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",4,1436,1
"1424","1","","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",5,1573,1
"1425","1","","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",6,2871,1
"1426","1","","C2","Indica que su revista cómica divierte a todos.","transp","revista",7,2951,1
"1427","1","","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",8,1560,1
"1428","1","","C1","Anuncia que el palo roto crea más basura.","transp","palo",9,1460,1
"1429","1","","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",10,1580,1
"1430","1","","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",11,2702,0
"1431","1","","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",12,2314,1
"1432","1","","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",13,2575,1
"1433","1","","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",14,2365,1
"1434","1","","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",15,2196,1
"1435","1","","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",16,4612,1
"1436","1","","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",17,2836,1
"1437","1","","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",18,3229,1
"1438","1","","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",19,2655,1
"1439","1","","C2","Comenta que su silla rosada mejora la sala.","transp","silla",20,2253,1
"1440","1","","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",21,1762,1
"1441","1","","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",22,1861,1
"1442","1","","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",23,1603,1
"1443","1","","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",24,2857,1
"1444","1","","C2","Cree que su cena mala decepciona al padre.","transp","cena",25,1334,1
"1445","1","","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",26,2689,1
"1446","1","","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",27,2339,1
"1447","1","","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",28,2575,1
"1448","1","","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",29,1700,1
"1449","1","","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",30,1871,1
"1450","1","","C2","Opina que su novela trágica divide al pueblo.","transp","novela",31,3106,1
"1451","1","","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",32,1481,1
"1452","1","","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",33,2430,1
